gene_id,expected_SYN,observed_SYN,observed/expected_SYN,gene_SYN,gene_length,obs_syn,exp_syn,oe_syn,mu_syn,oe_lof,oe_syn_lower,oe_syn_upper,oe_lof_lower,oe_lof_upper,expected/gene_length,lower_oe_bound,LOEUF_SYN,posterior_distribution_mean_SYN
ENSG00000197858,174.96049554104496,164.0,0.937354455317751,GPAA1,3627,180,172.78,1.0418,1.053e-05,0.65165,0.922,1.179,0.445,0.977,0.048238350025102,0.8256825682568257,1.066906690669067,0.9430700312648105
ENSG00000179091,61.60526873511135,79.0,1.2823578505871314,CYC1,2499,99,73.586,1.3454,4.2498e-06,0.27936,1.142,1.59,0.137,0.639,0.024651968281357083,1.0693069306930694,1.5461546154615462,1.2985802288315604
ENSG00000179526,52.32768379485456,60.0,1.146620596379232,SHARPIN,9492,116,92.50399999999999,1.254,5.4864e-06,0.5771,1.078,1.463,0.355,0.979,0.005512819615977092,0.9314931493149315,1.4215421542154216,1.165729638436906
ENSG00000179632,55.56763198289856,79.0,1.4216909589437419,MAF1,3113,87,56.023,1.5529,3.5097000000000005e-06,0.07282999999999999,1.304,1.842,0.025,0.345,0.01785018695242485,1.1855185518551856,1.712971297129713,1.4391789565300843
ENSG00000235173,4.308241375816201,0.0,0.0,FAM203A,3075,11,11.719000000000001,0.9386399999999999,6.9416e-07,0.7265699999999999,0.59,1.542,0.326,1.686,0.001401054105956488,0.011801180118011801,0.6944694469446945,0.23165129392610118
ENSG00000179832,105.36941338416885,115.0,1.0913983129119147,MROH1,113925,144,131.46,1.0954,9.3988e-06,0.24645999999999998,0.956,1.258,0.134,0.486,0.0009249015877478065,0.9382938293829384,1.2743274327432743,1.1008887330238446
ENSG00000185122,89.2095302264335,102.0,1.1433755983368756,HSF1,23106,187,154.78,1.2082,1.0983e-05,0.18106,1.072,1.364,0.088,0.414,0.0038608815989973817,0.9740974097409741,1.347934793479348,1.1545851627264954
ENSG00000185000,78.31857002956976,84.0,1.0725425651704976,DGAT1,10620,128,112.98,1.133,7.676e-06,0.88841,0.981,1.312,0.657,1.218,0.007374629946287171,0.8992899289928993,1.285928592859286,1.085310928908651
ENSG00000182325,96.38989344874498,120.0,1.2449437975964732,FBXL6,3946,178,125.29,1.4207,7.1679e-06,0.72722,1.257,1.609,0.491,1.105,0.024427241117269384,1.0737073707370737,1.4487448744874487,1.255318320159507
ENSG00000185803,139.5705680389213,153.0,1.0962196554028045,SLC52A2,7138,176,130.57,1.348,9.066599999999999e-06,0.49423999999999996,1.192,1.527,0.27,0.975,0.019553175684914725,0.9612961296129613,1.2535253525352537,1.1033844897518426
ENSG00000173137,64.13553781504622,59.0,0.9199267989323476,ADCK5,21668,165,162.8,1.0135,1.174e-05,0.33683,0.892,1.153,0.202,0.588,0.0029599195964115847,0.746074607460746,1.1427142714271428,0.9355187785685126
ENSG00000071894,275.855219142546,292.0,1.0585262838514986,CPSF1,16310,508,427.71,1.1877,3.323e-05,0.39844,1.104,1.278,0.297,0.54,0.016913256845036542,0.9620962096209621,1.1663166316631663,1.0621513738646886
ENSG00000147804,114.25105206903251,118.0,1.0328132464697333,SLC39A4,7154,273,204.67,1.3339,1.6872e-05,0.41521,1.208,1.474,0.255,0.704,0.01597023372505347,0.8896889688968898,1.2035203520352036,1.0415659011008325
ENSG00000160948,28.749921841008167,30.0,1.0434810976497597,VPS28,4932,75,62.823,1.1938,4.2858e-06,0.32575,0.99,1.447,0.159,0.745,0.005829262335970837,0.7806780678067807,1.4151415141514152,1.0782142614619004
ENSG00000160949,257.0303977406363,229.0,0.890945203419398,TONSL,15663,344,354.76,0.96967,2.2765e-05,0.5102399999999999,0.887,1.06,0.382,0.689,0.01641003624724742,0.8000800080008001,0.9940994099409941,0.894835793827343
ENSG00000167702,124.68210052286912,176.0,1.4115899496553492,KIFC2,8160,328,198.47,1.6527,1.042e-05,0.5916899999999999,1.509,1.811,0.428,0.832,0.015279669181724157,1.2487248724872488,1.5995599559955995,1.4196099936602085
ENSG00000160973,57.89523784454264,62.0,1.0708998236863498,FOXH1,2924,110,80.494,1.3666,4.0829e-06,0.36796999999999996,1.17,1.601,0.18,0.842,0.019800012942730042,0.8728872887288729,1.323132313231323,1.088172372478394
ENSG00000160972,71.42322103206413,80.0,1.1200839005018477,PPP1R16A,24153,193,147.13,1.3118,9.4584e-06,0.35833000000000004,1.166,1.478,0.209,0.647,0.0029571159289555806,0.9350935093509352,1.348934893489349,1.1340849429906674
ENSG00000167701,97.0378208820738,113.0,1.1644944102498385,GPT,4202,205,148.81,1.3776,1.2439e-05,1.1735,1.229,1.547,0.859,1.623,0.023093246283216042,0.999899989999,1.3615361536153616,1.1747996703570278
ENSG00000167700,47.46859933887408,58.0,1.2218603625934525,MFSD3,2140,155,112.12,1.3825,5.970900000000001e-06,1.3034,1.212,1.58,0.865,1.852,0.022181588476109383,0.9892989298929893,1.5205520552055205,1.2429023903557233
ENSG00000160957,237.26834322561066,315.0,1.327610736930366,RECQL4,6563,502,307.99,1.6299,1.9338e-05,0.9646600000000001,1.514,1.755,0.774,1.21,0.03615242164034903,1.211121112111211,1.4573457345734573,1.33182537419046
ENSG00000160959,164.94845453971521,178.0,1.0791249939061558,LRRC14,7182,176,139.42,1.2624,8.5518e-06,0.57319,1.116,1.43,0.335,1.034,0.022966924887178393,0.9552955295529554,1.221922192219222,1.0851874938719208
ENSG00000254402,51.373726605443565,55.0,1.0705861465415318,LRRC24,4656,180,129.2,1.3931,7.3008000000000005e-06,0.51177,1.233,1.576,0.29,0.961,0.01103387598914166,0.8620862086208622,1.3401340134013402,1.09005118283003
ENSG00000213563,2.60287930661023,2.0,0.7683798457042679,C8orf82,3400,34,38.622,0.8803200000000001,2.9277e-06,1.2744,0.669,1.172,0.667,1.897,0.0007655527372383029,0.2996299629962996,1.8033803380338034,0.9858880670242854
ENSG00000147799,190.74145023082556,198.0,1.0380543912211557,ARHGAP39,156632,360,337.65,1.0662,2.5935e-05,0.28231999999999996,0.977,1.163,0.183,0.449,0.0012177680820702383,0.9246924692469247,1.167916791679168,1.0432970901667171
ENSG00000198169,84.13225199691372,68.0,0.8082512756522253,ZNF251,35505,108,133.42,0.8094600000000001,7.3201e-06,0.9229200000000001,0.692,0.95,0.643,1.354,0.002369588846554393,0.6648664866486649,0.9890989098909891,0.8201373238235815
ENSG00000196378,112.00428432052459,101.0,0.9017512197209042,ZNF34,14232,110,121.28,0.90699,6.9092e-06,0.4133,0.776,1.063,0.248,0.721,0.007869890691436522,0.7676767676767677,1.063906390639064,0.9106794496191308
ENSG00000161016,62.86431878987913,86.0,1.3680256408639493,RPL8,2823,89,63.958,1.3915,3.1185000000000003e-06,0.0,1.171,1.659,0.0,0.307,0.02226862160463306,1.1493149314931494,1.6365636563656367,1.3838597978565017
ENSG00000197363,65.8938274740212,66.0,1.0016112666398178,ZNF517,12294,163,146.56,1.1122,1.153e-05,0.70992,0.978,1.267,0.403,1.33,0.005359836300148137,0.8214821482148215,1.2293229322932293,1.0167871947481275
ENSG00000147789,134.8608396100281,148.0,1.0974275440369932,ZNF7,20046,159,138.31,1.1496,7.5333e-06,0.56276,1.01,1.311,0.376,0.867,0.006727568572784002,0.9602960296029603,1.2577257725772577,1.1048425950102159
ENSG00000170619,51.83335401227777,46.0,0.887459453021388,COMMD5,12695,57,59.533,0.95745,3.3356e-06,1.0871,0.773,1.194,0.609,1.813,0.004082973927709946,0.7006700670067006,1.1347134713471347,0.906752049645584
ENSG00000196150,102.7247139686985,98.0,0.9540060635249062,ZNF250,50922,126,129.14,0.9756600000000001,7.6373e-06,0.23753000000000002,0.843,1.131,0.123,0.499,0.002017295353063479,0.8100810081008101,1.1283128312831283,0.9637408192751603
ENSG00000170631,97.89454513839428,102.0,1.0419375242594142,ZNF16,20531,145,139.34,1.0406,7.4602999999999995e-06,0.86254,0.908,1.194,0.606,1.253,0.004768133317344225,0.8876887688768877,1.2283228322832285,1.0521525980265516
ENSG00000182307,55.55027651698822,65.0,1.1701111871175276,C8orf33,3653,66,52.922,1.2471,2.6066e-06,1.2369,1.022,1.531,0.785,1.837,0.015206755137418072,0.9582958295829583,1.4385438543854385,1.1881116244265468
ENSG00000107099,536.6172391718202,571.0,1.0640731573984539,DOCK8,250406,589,446.73,1.3185,2.7895e-05,0.36499000000000004,1.232,1.411,0.282,0.477,0.0021429887429686998,0.9936993699369937,1.1403140314031404,1.0659366830681536
ENSG00000107104,366.48107659490404,416.0,1.1351200009157159,KANK1,275815,433,314.09,1.3786,1.9272e-05,0.71248,1.273,1.493,0.541,0.949,0.0013287206156115659,1.0477047704770477,1.2311231123112312,1.1378486547640707
ENSG00000137090,89.08374349620904,109.0,1.2235677994901337,DMRT1,127401,134,90.397,1.4823,4.8633e-06,0.15206,1.287,1.711,0.061,0.479,0.0006992389659124265,1.0477047704770477,1.4345434543454345,1.2347931794645586
ENSG00000064218,107.03618674400384,125.0,1.1678293463402225,DMRT3,14768,154,124.36,1.2384,8.426e-06,0.69076,1.085,1.416,0.425,1.172,0.007247845797941755,1.0101010101010102,1.3547354735473547,1.1771719810872867
ENSG00000173253,100.41028812583185,116.0,1.1552601049668485,DMRT2,7199,140,104.39,1.3411,5.6054e-06,0.3833,1.168,1.543,0.209,0.757,0.013947810546719246,0.993899389938994,1.347934793479348,1.1652192437550062
ENSG00000080503,314.848849775463,370.0,1.1751670690995646,SMARCA2,178283,430,332.74,1.2923,2.0219e-05,0.12277,1.193,1.4,0.076,0.203,0.001766006011652614,1.0795079507950796,1.2807280728072807,1.178343196313347
ENSG00000147852,202.53305328317126,195.0,0.9628058079357599,VLDLR,38220,203,173.8,1.168,1.0705e-05,0.51717,1.041,1.312,0.378,0.718,0.0052991379718255165,0.8568856885688569,1.0841084108410841,0.9677432736174818
ENSG00000168263,157.76512897245811,174.0,1.1029053196563867,KCNV2,12536,253,166.95,1.5154,1.4454000000000001e-05,1.8753,1.367,1.682,1.343,1.973,0.012584965616820208,0.9750975097509751,1.2507250725072507,1.1092438559762507
ENSG00000080608,107.38283346189945,123.0,1.1454344799314844,KIAA0020,123773,162,121.55,1.3328,6.7226e-06,1.0496,1.172,1.518,0.809,1.376,0.0008675788214061181,0.9896989698969897,1.3305330533053306,1.1547469553721286
ENSG00000080298,180.58412605929078,191.0,1.0576787903123301,RFX3,307708,193,159.07,1.2133,9.559e-06,0.021827000000000003,1.078,1.367,0.007,0.104,0.0005868684794002457,0.9402940294029404,1.1925192519251926,1.0632163756019235
ENSG00000107249,259.0732378966775,279.0,1.076915555867911,GLIS3,524266,343,248.15,1.3822,1.8475e-05,0.49621000000000004,1.265,1.511,0.342,0.736,0.0004941637220355268,0.9766976697669767,1.1891189118911891,1.0807754682545343
ENSG00000106688,133.32390459879898,151.0,1.1325800909776254,SLC1A1,97026,149,109.22,1.3643,6.8775e-06,0.51399,1.193,1.563,0.328,0.833,0.0013741049265021642,0.9922992299229924,1.2963296329632963,1.1400806213814432
ENSG00000106686,54.769955646056054,65.0,1.1867820456173876,SPATA6L,113289,72,64.87,1.1099,3.2275e-06,1.2386,0.917,1.35,0.883,1.739,0.00048345343013051623,0.9718971897189719,1.458945894589459,1.2050378133533655
ENSG00000205808,77.06550617622617,62.0,0.8045103844283358,PPAPDC2,2959,104,82.515,1.2604,4.2455e-06,0.90579,1.074,1.483,0.468,1.735,0.026044442776690154,0.6558655865586559,0.993899389938994,0.8174863583707281
ENSG00000106993,49.09196064531774,45.0,0.9166470315805564,CDC37L1,28840,63,58.145,1.0835,2.7135000000000004e-06,0.10347,0.884,1.336,0.041,0.326,0.0017022177754964542,0.7218721872187219,1.1753175317531754,0.9370169639439508
ENSG00000147853,46.24119802484621,46.0,0.9947839148822093,AK3,30889,64,50.078,1.278,2.6088e-06,0.7439,1.044,1.574,0.422,1.391,0.001497011817308628,0.7854785478547855,1.271927192719272,1.0164095839919451
ENSG00000120158,74.81660204643345,82.0,1.0960134215813266,RCL1,93049,105,81.181,1.2934,4.2255000000000005e-06,0.29095,1.103,1.521,0.158,0.574,0.0008040559495151313,0.916891689168917,1.316931693169317,1.109379437940504
ENSG00000096968,137.25561985091204,133.0,0.9689949318247623,JAK2,143151,210,188.81,1.1122,9.1621e-06,0.21461999999999998,0.993,1.247,0.139,0.341,0.0009588170522798447,0.8418841884188419,1.1191119111911192,0.9762806080038956
ENSG00000120210,53.711023523129526,71.0,1.3218887919613995,INSL6,53690,75,47.058,1.5938,2.9777999999999997e-06,1.4336,1.32,1.891,0.875,1.917,0.0010003915724181324,1.0917091709170919,1.6103610361036105,1.3404227115050305
ENSG00000120211,37.28559915328632,34.0,0.9118802103788446,INSL4,3886,32,30.500999999999998,1.0492,1.4757e-06,1.5073,0.791,1.409,0.706,1.932,0.009594853101720618,0.6938693869386939,1.214121412141214,0.9387000872767375
ENSG00000107014,34.09296382931863,28.0,0.8212838326458753,RLN2,5102,44,38.125,1.1541,2.0348e-06,1.269,0.906,1.484,0.576,1.905,0.0066822743687414005,0.6084608460846085,1.125912591259126,0.8506153628832293
ENSG00000107018,30.077773838477803,37.0,1.2301442320397646,RLN1,4905,47,40.193000000000005,1.1694,2.0848e-06,0.9935200000000001,0.925,1.491,0.428,1.855,0.006132063983379776,0.9460946094609461,1.6163616361636164,1.262649747357551
ENSG00000107020,25.051701121126474,31.0,1.2374409166911717,PLGRKT,79906,37,24.98,1.4812,1.3024e-06,1.2794,1.135,1.874,0.775,1.874,0.00031351464372045247,0.9296929692969297,1.6637663766376638,1.2752546527434099
ENSG00000120217,68.10996103156207,74.0,1.0864783781877148,CD274,20064,71,57.619,1.2322,2.8619e-06,0.38104,1.017,1.501,0.198,0.801,0.0033946352188776946,0.9006900690069007,1.3183318331833185,1.1011605148492696
ENSG00000197646,61.09986070055774,67.0,1.0965655114724082,PDCD1LG2,60738,64,56.466,1.1334,2.9706999999999998e-06,0.73498,0.926,1.396,0.442,1.282,0.0010059577315775583,0.9006900690069007,1.343934393439344,1.112932129205842
ENSG00000107036,248.54082482166453,297.0,1.1949747097407695,KIAA1432,147533,376,266.13,1.4129,1.3014000000000001e-05,0.27608,1.298,1.539,0.195,0.398,0.0016846456373941052,1.087108710871087,1.3155315531553156,1.1989981936119503
ENSG00000099219,155.80419204777897,163.0,1.046184944433423,ERMP1,68042,217,173.55,1.2504,8.7304e-06,0.63471,1.119,1.399,0.462,0.886,0.002289823815404882,0.9210921092109211,1.1913191319131913,1.0526032569759596
ENSG00000120215,22.342751918633006,23.0,1.0294166127682274,MLANA,19805,27,23.802,1.1344,1.3197e-06,1.7017,0.835,1.562,0.995,1.952,0.0011281369310089879,0.7406740674067407,1.4577457745774578,1.0739013554436931
ENSG00000183354,402.13922694932046,492.0,1.2234568702296835,KIAA2026,126306,575,395.04,1.4555,1.9864e-05,0.21523,1.359,1.559,0.141,0.336,0.0031838489616433144,1.1365136513651366,1.3181318131813182,1.225943571185435
ENSG00000137040,221.10408557059756,235.0,1.0628478410678917,RANBP6,4576,260,207.71,1.2517,9.895599999999999e-06,0.3758,1.13,1.387,0.244,0.597,0.048318200518050164,0.9556955695569558,1.184118411841184,1.0673705978383934
ENSG00000137033,43.66382188412817,48.0,1.0993082586169132,IL33,42179,52,45.523,1.1423,2.1167e-06,1.1455,0.913,1.439,0.742,1.753,0.0010352028707206944,0.8720872087208721,1.3983398339833983,1.1222076586522416
ENSG00000170777,39.93031947194704,31.0,0.7763524161578268,TPD52L3,3552,30,30.791,0.9743200000000001,1.6825e-06,0.3643,0.728,1.322,0.126,1.545,0.011241643995480584,0.5834583458345834,1.0477047704770477,0.8013960420131638
ENSG00000147854,153.37212033701405,166.0,1.0823349095992019,UHRF2,93904,187,149.11,1.2541,7.3895e-06,0.11639000000000001,1.112,1.416,0.06,0.245,0.0016332863385693267,0.9540954095409542,1.2311231123112312,1.0888549994160641
ENSG00000178445,240.1907494673253,273.0,1.136596644980859,GLDC,113187,292,204.53,1.4276,1.2363e-05,0.8649399999999999,1.297,1.573,0.682,1.106,0.0021220701093528876,1.02990299029903,1.2565256525652566,1.1407600026547815
ENSG00000107077,226.105530095029,238.0,1.052605833656399,KDM4C,454786,262,217.16,1.2065,1.2545e-05,0.37458,1.09,1.337,0.265,0.539,0.0004971690643402149,0.9470947094709471,1.171917191719172,1.0570285472431906
ENSG00000137038,28.560144820871454,27.0,0.9453733575002282,TMEM261,91891,39,29.491,1.3224,1.4879e-06,1.1003,1.023,1.719,0.463,1.883,0.0003108045926246472,0.6968696869686969,1.3037303730373038,0.9803794278736719
ENSG00000153707,483.6412615676747,533.0,1.102056508314311,PTPRD,2298478,536,395.02,1.3569,2.291e-05,0.053066999999999996,1.263,1.457,0.027,0.112,0.00021041805123550223,1.0267026702670268,1.183918391839184,1.1041241565475461
ENSG00000107165,117.77531269001477,120.0,1.0188892498705617,TYRP1,24852,136,107.41,1.2662,5.3779e-06,1.4813,1.101,1.46,1.107,1.889,0.004739067788910944,0.8786878687868788,1.1857185718571857,1.027379993619483
ENSG00000153714,38.938643765716016,38.0,0.9758942871414937,LURAP1L,47111,68,53.708999999999996,1.2661,3.0260000000000003e-06,0.5422399999999999,1.04,1.549,0.246,1.378,0.0008265297651443615,0.7530753075307531,1.2791279127912791,1.0015752856203026
ENSG00000107186,311.3697815459482,363.0,1.1658164070954742,MPDZ,173887,466,374.62,1.2439,1.9825e-05,0.7328,1.152,1.343,0.606,0.89,0.0017906443928870368,1.0701070107010702,1.2715271527152716,1.1690280225420178
ENSG00000147862,90.39719064300247,100.0,1.1062290684997174,NFIB,317141,114,96.72200000000001,1.1786,5.2956e-06,0.07156,1.012,1.377,0.028,0.225,0.0002850378558527673,0.9408940894089409,1.3061306130613062,1.1172913591508469
ENSG00000175893,28.456622863089688,42.0,1.4759305839652905,ZDHHC21,82401,76,44.7,1.7002,2.155e-06,0.35268,1.405,1.945,0.183,0.742,0.0003453431737853872,1.1507150715071508,1.8585858585858586,1.4964355432557008
ENSG00000147869,65.83524868529453,73.0,1.1088284992884951,CER1,2994,74,58.868,1.2571,3.3377999999999996e-06,1.0641,1.041,1.525,0.598,1.798,0.021989061017132442,0.9180918091809182,1.3471347134713472,1.1240179153562873
ENSG00000155158,102.2892078970643,130.0,1.2709063123337667,TTC39B,143739,177,134.11,1.3198,7.093099999999999e-06,0.71382,1.167,1.495,0.531,0.973,0.0007116315536984695,1.1023102310231023,1.4701470147014701,1.2806825034322267
ENSG00000164975,39.59625985401786,47.0,1.1869807949861426,SNAPC3,43250,89,75.485,1.179,3.5607e-06,0.64125,0.992,1.406,0.417,1.02,0.000915520459052436,0.9394939493949396,1.5135513551355135,1.212181630846973
ENSG00000164985,75.93340191085963,73.0,0.9613687542367293,PSIP1,46954,116,88.85,1.3056,4.5284e-06,0.11614000000000001,1.122,1.523,0.056,0.266,0.0016171870748149172,0.7958795879587959,1.1681168116811682,0.9745381892254009
ENSG00000164989,171.19774097298838,193.0,1.127351324282086,CCDC171,508767,321,239.69,1.3392,1.2025e-05,0.9816,1.222,1.469,0.811,1.194,0.0003364953720917205,1.0027002700270027,1.2703270327032703,1.133192522853496
ENSG00000173068,266.84309506860967,265.0,0.9930929632331847,BNC2,461341,268,236.03,1.1355,1.4305e-05,0.17228,1.027,1.256,0.093,0.34,0.0005784075013246377,0.8984898489848985,1.0995099509950996,0.9968404838491588
ENSG00000044459,135.41489579361874,155.0,1.1446303531941586,CNTLN,368942,309,238.95,1.2932,1.1124e-05,0.9797399999999999,1.178,1.421,0.812,1.187,0.00036703572863381977,1.0047004700470048,1.3077307730773078,1.152015065150238
ENSG00000107295,75.37727280710156,92.0,1.2205270444771563,SH3GL2,218048,89,67.634,1.3159,3.5255e-06,0.46513000000000004,1.108,1.569,0.286,0.789,0.0003456911909630061,1.031103110311031,1.4515451545154516,1.233793506635587
ENSG00000178031,363.68432339159546,395.0,1.0861067541112723,ADAMTSL1,437057,535,437.01,1.2242,2.8958000000000003e-05,0.40245,1.14,1.315,0.307,0.531,0.000832121035452116,1.0005000500050005,1.1803180318031803,1.0888563914634526
ENSG00000155875,119.37032751535212,129.0,1.08067057102955,FAM154A,105596,124,101.02,1.2275,5.5317e-06,1.4014,1.06,1.425,1.028,1.852,0.0011304436485790382,0.9368936893689369,1.2507250725072507,1.0890478622778368
ENSG00000155876,80.32802181821658,84.0,1.0457122943982506,RRAGA,1648,88,69.459,1.2669,3.3731999999999997e-06,0.22654000000000002,1.065,1.513,0.092,0.713,0.04874273168581104,0.8766876687668768,1.2537253725372537,1.0581612502638844
ENSG00000147874,60.50045292001312,69.0,1.1404873297597298,HAUS6,49977,212,168.95,1.2548,8.799299999999999e-06,0.71711,1.121,1.406,0.54,0.963,0.001210565918722875,0.9392939293929393,1.3935393539353935,1.1570159622048939
ENSG00000147872,102.48629641314199,79.0,0.7708347629378253,PLIN2,40916,84,94.959,0.88459,5.3151e-06,0.8368700000000001,0.741,1.061,0.552,1.308,0.002504797546513393,0.6428642864286429,0.9294929492949295,0.7805921650003296
ENSG00000137145,305.22560531439416,321.0,1.0516810988690075,DENND4C,143707,354,309.59,1.1435,1.5702e-05,0.31833,1.047,1.249,0.231,0.445,0.002123943894969585,0.9600960096009601,1.1535153515351535,1.0549573639745187
ENSG00000137154,52.491744505994276,87.0,1.657403479704605,RPS6,4540,87,48.408,1.7972,2.275e-06,0.0,1.495,1.968,0.0,0.261,0.01156205826123222,1.3905390539053906,1.9221922192219223,1.6591270201754125
ENSG00000177076,41.268542656101694,36.0,0.8723351415627777,ACER2,43094,67,61.356,1.092,3.4356e-06,0.33043,0.896,1.338,0.172,0.695,0.0009576401043324289,0.6686668666866686,1.151915191519152,0.8965666656261656
ENSG00000155886,164.73996935382988,162.0,0.9833679139034865,SLC24A2,279477,163,133.27,1.2231,8.3771e-06,0.32798,1.076,1.393,0.197,0.572,0.0005894580568484343,0.8654865486548655,1.1203120312031203,0.9894380862115327
ENSG00000171843,95.52490640741817,106.0,1.1096582450225605,MLLT3,280880,140,106.29,1.3172,5.4025e-06,0.0,1.147,1.516,0.0,0.131,0.00034009152096061725,0.9480948094809482,1.303930393039304,1.12012671902047
ENSG00000188352,337.99470077071373,362.0,1.0710227088606659,FOCAD,337647,400,338.8,1.1806,1.7354e-05,0.72048,1.087,1.282,0.595,0.877,0.001001029775981169,0.982898289828983,1.1683168316831682,1.0739813351282366
ENSG00000188921,33.781521381412546,36.0,1.0656713649317202,PTPLAD2,36330,51,43.244,1.1793,2.26e-06,0.68071,0.941,1.489,0.409,1.188,0.0009298519510435603,0.8168816881688169,1.4073407340734074,1.095255270821009
ENSG00000171855,42.110121761317636,48.0,1.139868468489987,IFNB1,840,49,35.763000000000005,1.3701,1.6635e-06,,1.088,1.732,,,0.050131097334901946,0.9042904290429044,1.4497449744974498,1.1636045089387155
ENSG00000177047,44.083803532945346,48.0,1.0888352672229824,IFNW1,1514,52,39.844,1.3051,1.8066e-06,,1.044,1.643,,,0.029117439585829158,0.8638863886388639,1.384938493849385,1.111517383646249
ENSG00000137080,27.749772572027478,27.0,0.9729809471381662,IFNA21,1024,55,37.268,1.4758,1.8294e-06,,1.186,1.826,,,0.027099387277370584,0.7170717071707171,1.3417341734173418,1.0089992431253152
ENSG00000214042,16.481437665298294,26.0,1.5775322837729782,IFNA7,737,66,36.376,1.8144,1.6601e-06,,1.462,1.971,,,0.022362873358613696,1.14011401140114,1.9331933193319333,1.5573303527890214
ENSG00000147885,30.898270603755833,47.0,1.5211207320543993,IFNA16,939,75,37.942,1.9767,1.8022e-06,,1.579,1.985,,,0.03290550650027245,1.2011201120112012,1.87998799879988,1.5361511501218055
ENSG00000228083,43.25440806411316,54.0,1.2484276728503454,IFNA14,778,65,33.435,1.944,1.4956e-06,,1.535,1.982,,,0.05559692553227912,1.0033003300330032,1.565956595659566,1.2714537992092954
ENSG00000147873,35.811045019468665,40.0,1.1169738268808969,IFNA5,700,43,34.634,1.2416,1.4888999999999998e-06,,0.972,1.6,,,0.05115863574209809,0.8674867486748675,1.453945394539454,1.1448675856591448
ENSG00000198642,115.40201200558087,133.0,1.1524929044873853,KLHL9,5710,137,112.61,1.2166,5.5399e-06,0.15925999999999998,1.058,1.402,0.072,0.412,0.02021050998346425,1.0013001300130013,1.330933093309331,1.1611582646699128
ENSG00000120235,39.15417981002758,52.0,1.328082985068239,IFNA6,1544,50,35.968,1.3901,1.5599e-06,,1.107,1.751,,,0.025358924747427188,1.062906290629063,1.6713671367136713,1.3528928967301923
ENSG00000188379,39.34562309163899,42.0,1.0674630797478735,IFNA2,1143,42,35.823,1.1724,1.5486e-06,,0.915,1.516,,,0.034423117315519676,0.8338833883388339,1.3807380738073807,1.0928748279871994
ENSG00000120242,41.537507859711546,42.0,1.011134325676217,IFNA8,1039,44,37.629,1.1693,1.8528999999999999e-06,,0.918,1.503,,,0.03997835212676761,0.7898789878987899,1.3077307730773078,1.0352084613229762
ENSG00000184995,41.08981674950546,49.0,1.1925095772199992,IFNE,1472,52,40.412,1.2868,1.9953e-06,0.67525,1.029,1.62,0.304,1.621,0.02791427768308795,0.9482948294829483,1.512951295129513,1.2168018869510462
ENSG00000099810,58.504540781043225,69.0,1.1793956345753855,MTAP,129105,77,61.66,1.2488,3.7985e-06,0.85872,1.038,1.509,0.549,1.39,0.00045315472507682296,0.9712971297129713,1.440944094409441,1.1964874182515066
ENSG00000147889,25.576522246917932,26.0,1.016557284410827,CDKN2A,27550,56,51.33,1.091,2.4532e-06,0.20056,0.879,1.363,0.07,0.949,0.0009283674136812317,0.7450745074507451,1.4103410341034104,1.05557434072975
ENSG00000147883,36.628143164380546,34.0,0.9282479826349398,CDKN2B,6461,47,43.026,1.0924,2.3561e-06,0.9341700000000001,0.864,1.393,0.407,1.833,0.00566911363014712,0.7062706270627063,1.2357235723572357,0.955549130886305
ENSG00000176399,76.39522217763971,82.0,1.0733655543186673,DMRTA1,8900,130,108.41,1.1992,5.5258000000000005e-06,0.68763,1.039,1.387,0.423,1.166,0.008583732828948282,0.8980898089808981,1.2897289728972898,1.0864553779215038
ENSG00000107105,88.404020809163,108.0,1.2216638905275436,ELAVL2,136234,102,72.426,1.4083,4.0314e-06,0.0,1.199,1.66,0.0,0.189,0.0006489130526092092,1.0453045304530453,1.4335433543354337,1.2329755800071287
ENSG00000120159,46.592803218744606,51.0,1.0945896464002052,CAAP1,52120,95,73.316,1.2958,3.8564e-06,0.14464000000000002,1.097,1.537,0.058,0.455,0.0008939524792545013,0.8742874287428744,1.3821382138213822,1.1160509964577725
ENSG00000137055,122.72826965656547,145.0,1.1814718842346448,PLAA,43381,173,149.68,1.1558,7.3224e-06,0.21923,1.02,1.311,0.128,0.396,0.002829078851491793,1.0325032503250324,1.3561356135613563,1.1896199661927007
ENSG00000096872,47.193415928137796,49.0,1.0382804261215828,IFT74,115892,97,93.325,1.0394,4.4706e-06,0.6345,0.881,1.23,0.464,0.88,0.0004072189273473389,0.8256825682568257,1.3173317331733174,1.0594696253581553
ENSG00000184434,51.90796012963281,62.0,1.1944218159442934,LRRC19,12558,82,66.911,1.2255,3.1039e-06,1.2142,1.024,1.473,0.819,1.777,0.004133457567258545,0.9734973497349735,1.4757475747574758,1.2136813881166943
ENSG00000120156,246.90200098430026,275.0,1.1138022328846433,TEK,121035,278,217.83,1.2762,1.2905e-05,0.085371,1.156,1.409,0.044,0.179,0.002039922344646592,1.0095009500950096,1.2307230723072307,1.1178524228224052
ENSG00000120160,46.96848808147304,40.0,0.8516348222794552,EQTN,12482,54,55.967,0.96486,3.0189e-06,1.3515,0.774,1.21,0.894,1.877,0.0037628976190893317,0.6614661466146615,1.1085108510851085,0.8729256925162665
