gene_id,expected_MIS,observed_MIS,observed/expected_MIS,gene_MIS,gene_length_MIS,obs_mis,exp_mis,oe_mis,mu_mis,oe_lof,oe_mis_lower,oe_mis_upper,oe_lof_lower,oe_lof_upper,expected/gene_length,lower_oe_bound,LOEUF_MIS,posterior_distribution_mean_MIS
ENSG00000107968,165.03728743043771,105.0,0.6362198605830631,MAP3K8,27897,165,271.17,0.60848,1.5236e-05,0.10252,0.535,0.692,0.041,0.323,0.005915951085437062,0.5432543254325433,0.7482748274827483,0.6422790973505209
ENSG00000151033,29.00151290858037,34.0,1.1723526323325284,LYZL2,17974,139,115.65,1.2019,6.812200000000001e-06,1.1306,1.046,1.384,0.692,1.789,0.0016135258099799917,0.8918891889188919,1.5597559755975599,1.2064377778323898
ENSG00000183621,357.85180614787333,343.0,0.958497327964481,ZNF438,211731,446,429.31,1.0389,2.2536999999999998e-05,0.66878,0.961,1.124,0.42,1.107,0.0016901247627785887,0.8776877687768777,1.0481048104810482,0.9612917808156893
ENSG00000148516,403.6109732281297,318.0,0.7878873992364412,ZEB1,211319,465,573.07,0.81142,2.8945e-05,0.16901,0.751,0.876,0.095,0.317,0.0019099606435206001,0.7190719071907191,0.8644864486448646,0.7903650325673734
ENSG00000165322,279.3612765741625,241.0,0.8626821976023629,ARHGAP12,123378,387,449.09,0.86174,2.3125e-05,0.40602,0.792,0.937,0.282,0.596,0.002264271398257084,0.7766776677667767,0.9598959895989599,0.8662617917832854
ENSG00000170759,329.2399011135701,199.0,0.6044224874534745,KIF5B,47422,306,497.89,0.61459,2.5529000000000002e-05,0.16827,0.559,0.676,0.103,0.285,0.0069427670936183655,0.5386538653865387,0.6798679867986799,0.6074597863854014
ENSG00000120616,323.8537819396956,223.0,0.6885823554826498,EPC1,111048,299,460.39,0.64945,2.4265999999999998e-05,0.039853,0.59,0.715,0.015,0.125,0.0029163405188719796,0.6174617461746175,0.7694769476947695,0.6916701687359351
ENSG00000216937,217.45563167763189,210.0,0.9657142396354006,CCDC7,128425,209,223.58,0.9348,1.0578e-05,0.69348,0.834,1.048,0.498,0.982,0.001693250003329818,0.8630863086308631,1.0827082708270828,0.9703128788717595
ENSG00000150093,263.7477661081005,147.0,0.5573506921751523,ITGB1,105474,227,428.53,0.52971,2.1818e-05,0.15499000000000002,0.474,0.591,0.084,0.306,0.0025005950860695573,0.48744874487448747,0.639063906390639,0.5611421934824664
ENSG00000099250,413.33153142210847,334.0,0.808068038871459,NRP1,158771,434,535.6,0.8103100000000001,2.9328e-05,0.16608,0.748,0.877,0.096,0.3,0.002603318814028434,0.7390739073907391,0.8846884688468847,0.8104874042573015
ENSG00000148498,523.624194597204,470.0,0.8975903039804067,PARD3,705766,702,783.93,0.8954799999999999,4.5048e-05,0.19580999999999998,0.841,0.953,0.128,0.306,0.0007419232360261107,0.8324832483248326,0.9686968696869688,0.8995000705846207
ENSG00000108094,212.34748217328584,127.0,0.5980763167060387,CUL2,82092,217,400.21,0.54222,2.1055e-05,0.019602,0.484,0.607,0.006,0.093,0.0025867012884725166,0.5178517851785178,0.6930693069306931,0.6027855790423068
ENSG00000095794,86.16335615100533,69.0,0.800804461226815,CREM,86168,145,161.52,0.89771,8.012899999999999e-06,0.20744,0.783,1.03,0.101,0.475,0.0009999461070351562,0.6594659465946595,0.9784978497849786,0.8124103229837254
ENSG00000108100,124.58211978832685,74.0,0.5939857190239726,CCNY,324900,117,197.59,0.59215,1.1232999999999999e-05,0.16129000000000002,0.509,0.69,0.072,0.417,0.0003834475832204581,0.4924492449244925,0.7206720672067207,0.602012553064837
ENSG00000177291,92.5313064951602,109.0,1.1779796928048476,GJD4,3526,266,223.67,1.1893,1.4885e-05,1.7276,1.075,1.316,0.493,1.933,0.026242571325910437,1.0087008700870088,1.3811381138113812,1.1887868451445796
ENSG00000177283,189.1764625732088,85.0,0.44931593943462245,FZD8,3186,189,357.37,0.52886,1.6776e-05,0.16376,0.469,0.597,0.074,0.423,0.05937742076999648,0.37703770377037704,0.538053805380538,0.45460200931032396
ENSG00000148513,200.8944925766715,220.0,1.0951021960745733,ANKRD30A,258255,778,585.56,1.3286,2.7887e-05,1.0309,1.252,1.41,0.846,1.263,0.0007778919772189173,0.9812981298129814,1.2245224522452245,1.1000799333294575
ENSG00000198105,164.6590632562132,152.0,0.923119547713475,ZNF248,55284,268,291.18,0.9203899999999999,1.3789000000000001e-05,0.23085999999999998,0.832,1.018,0.12,0.485,0.0029784216637040225,0.8090809080908091,1.0561056105610562,0.9291927026326426
ENSG00000175395,71.95925601868761,75.0,1.0422564677506214,ZNF25,27062,237,230.52,1.0281,1.0262000000000001e-05,0.53396,0.924,1.145,0.328,0.906,0.002659051659843604,0.8650865086508651,1.262926292629263,1.0561532204717095
ENSG00000189180,141.65927066644494,163.0,1.1506483072597808,ZNF33A,54439,429,407.65,1.0524,1.8468e-05,0.64944,0.972,1.14,0.448,0.963,0.0026021651879432933,1.0131013101310131,1.3103310331033104,1.1577074993288545
ENSG00000075407,89.33913124007242,88.0,0.9850106977593738,ZNF37A,31209,288,284.1,1.0137,1.2705e-05,0.79101,0.92,1.118,0.535,1.201,0.0028626079413013048,0.8290829082908291,1.1761176117611762,0.9962040011429619
ENSG00000196693,127.38684667683879,100.0,0.7850104042035432,ZNF33B,49438,401,388.66,1.0317,1.8345e-05,0.49914,0.95,1.121,0.329,0.78,0.0025766990306411827,0.6676667666766677,0.9268926892689269,0.7928605082455789
ENSG00000165733,312.8382709249188,317.0,1.0133031328385012,BMS1,52137,676,695.29,0.97225,3.7146e-05,0.30545,0.912,1.036,0.212,0.448,0.006000312080191012,0.9244924492449246,1.1121112111211122,1.0164996726897269
ENSG00000165731,457.49338164400666,376.0,0.8218698129551963,RET,53325,594,663.22,0.8956299999999999,4.4853e-05,0.039068,0.837,0.958,0.015,0.123,0.008579341427923238,0.7554755475547555,0.8950895089508951,0.8240556369258216
ENSG00000169826,205.21242779919115,168.0,0.8186638684689942,CSGALNACT2,46823,243,297.34,0.81724,1.5485e-05,0.24105,0.735,0.909,0.131,0.476,0.004382727031569766,0.7222722272227223,0.9304930493049305,0.8235368676860714
ENSG00000198915,175.61800380703363,97.0,0.5523351700693633,RASGEF1A,72385,160,286.77,0.55793,1.6521e-05,0.12237999999999999,0.49,0.636,0.055,0.316,0.0024261656946471455,0.46864686468646866,0.6538653865386539,0.5580293470803876
ENSG00000150201,37.18212022742813,32.0,0.8606287055248282,FXYD4,4694,52,46.211000000000006,1.1253,2.46e-06,0.76663,0.9,1.418,0.418,1.492,0.007921201582323845,0.6496649664966497,1.155915591559156,0.887523323220794
ENSG00000169813,217.85595833761073,88.0,0.40393662248900564,HNRNPF,23550,113,241.35,0.4682,1.4332000000000001e-05,0.0,0.401,0.547,0.0,0.289,0.009250783793529118,0.34003400340034007,0.48224822482248225,0.4085268113809261
ENSG00000243660,0.9529884045424695,1.0,1.0493307108811054,ZNF487,59236,57,90.04299999999999,0.63303,4.3617e-06,0.76567,0.511,0.789,0.298,1.801,1.608799386424589e-05,0.27242724272427243,1.8973897389738974,1.1008099452014326
ENSG00000196793,92.23076181914021,83.0,0.8999166694812598,ZNF239,18275,231,238.75,0.9675299999999999,1.2263e-05,0.78069,0.868,1.079,0.499,1.265,0.005046826912128055,0.7536753675367537,1.08010801080108,0.9107590389930822
ENSG00000198298,106.51999697312364,104.0,0.9763424986412695,ZNF485,11497,206,237.03,0.8690899999999999,1.162e-05,0.58828,0.775,0.975,0.354,1.027,0.00926502539559221,0.8330833083308331,1.1491149114911492,0.985730407282051
ENSG00000169740,115.241826898488,85.0,0.737579421357778,ZNF32,4998,99,147.62,0.67062,7.4144000000000005e-06,0.39121999999999996,0.569,0.793,0.192,0.895,0.023057588415063626,0.6190619061906191,0.8832883288328833,0.7462568263149285
ENSG00000107562,31.899724645704502,28.0,0.877750523272005,CXCL12,88904,87,80.611,1.0793,4.6797e-06,0.37706999999999996,0.907,1.29,0.153,1.179,0.0003588109044104259,0.6502650265026503,1.2035203520352036,0.909098316442549
ENSG00000187783,97.31478892501528,95.0,0.9762133900655232,TMEM72,25803,153,155.3,0.98519,8.3032e-06,0.10618,0.863,1.127,0.037,0.504,0.003771452502616567,0.8268826882688269,1.1577157715771578,0.9864893204872639
ENSG00000107551,126.62554058641715,113.0,0.8923950055943237,RASSF4,36485,192,197.55,0.97193,1.2341e-05,1.0587,0.863,1.095,0.737,1.549,0.00347061917463114,0.7662766276627663,1.0433043304330434,0.900292306528787
ENSG00000165507,93.49077346428965,85.0,0.9091806266044763,C10orf10,7830,128,133.51,0.9587600000000001,7.8973e-06,0.0,0.83,1.11,0.0,1.834,0.01194007323937288,0.7630763076307631,1.088908890889089,0.9198768692704111
ENSG00000165512,66.71080159050302,60.0,0.8994045727152771,ZNF22,4852,112,129.44,0.8652700000000001,7.4029e-06,0.63831,0.741,1.012,0.332,1.335,0.013749134705379848,0.7306730673067307,1.1151115111511152,0.9143946489263102
ENSG00000256574,194.2793007350319,197.0,1.0140040614449128,OR13A1,12955,243,199.26,1.2195,1.155e-05,0.6879,1.098,1.356,0.358,1.43,0.01499647246121435,0.9030903090309031,1.1411141114111412,1.0191512901832118
ENSG00000012779,250.55497461657734,217.0,0.8660773961166555,ALOX5,71901,363,426.5,0.85111,2.785e-05,0.42425,0.78,0.928,0.289,0.636,0.0034847216953391097,0.7754775477547755,0.9692969296929693,0.8700685361909257
ENSG00000165406,96.35895378097898,79.0,0.8198511596500377,MARCH8,140320,124,161.06,0.76989,8.6149e-06,0.79465,0.665,0.894,0.499,1.314,0.0006867086215862242,0.6836683668366836,0.9884988498849885,0.8302290224304177
ENSG00000172671,257.7810362074565,281.0,1.090072427879673,ZFAND4,57186,413,375.97,1.0985,1.9049e-05,0.73345,1.013,1.192,0.519,1.056,0.0045077647712282115,0.9890989098909891,1.2033203320332033,1.0939516891888534
ENSG00000188611,100.0507311663963,85.0,0.8495690037350637,ASAH2,65833,123,134.27,0.91609,6.8561e-06,0.53414,0.79,1.064,0.278,1.122,0.0015197656367839276,0.7130713071307131,1.0175017501750174,0.8595639331907704
ENSG00000198964,174.74298389236847,98.0,0.5608236612255764,SGMS1,319564,125,241.64,0.5172899999999999,1.3345999999999999e-05,0.13401,0.446,0.6,0.06,0.346,0.0005468168626389971,0.4762476247624763,0.6632663266326633,0.5665463516462454
ENSG00000148584,238.29737626310856,200.0,0.8392874614749274,A1CF,86267,274,324.18,0.84521,1.5919e-05,0.60537,0.765,0.934,0.425,0.88,0.0027623236725875314,0.7480748074807481,0.9436943694369437,0.8434838987823021
ENSG00000185532,255.00564288314783,138.0,0.5411644951842742,PRKG1,1307166,211,373.09,0.56555,1.8429e-05,0.10277,0.505,0.634,0.05,0.235,0.00019508283024738084,0.47124712471247127,0.6232623262326232,0.5450859770334355
ENSG00000177613,276.92342454784387,190.0,0.6861102498289156,CSTF2T,4109,298,345.26,0.86311,1.7395999999999997e-05,0.28908,0.784,0.95,0.15,0.608,0.06739435983155119,0.6096609660966097,0.7738773877387739,0.6897213564069626
ENSG00000107984,95.00507321785003,99.0,1.042049615318852,DKK1,3747,145,151.09,0.95972,7.0835e-06,0.28151,0.838,1.102,0.127,0.728,0.025354970167560723,0.8856885688568857,1.2315231523152315,1.0525753690086859
ENSG00000165471,84.609943883427,68.0,0.8036880404233376,MBL2,6321,118,127.58,0.92494,6.1983000000000004e-06,0.8308,0.796,1.078,0.404,1.717,0.0133855313848168,0.6610661066106611,0.9834983498349835,0.8155069821942691
ENSG00000150275,722.7414595098797,734.0,1.0155775489865424,PCDH15,1825172,1196,1043.6,1.146,5.4335e-05,0.63026,1.092,1.202,0.503,0.794,0.0003959853972720816,0.9560956095609561,1.0795079507950796,1.016961169625488
ENSG00000122952,116.2641828882666,123.0,1.0579354444713789,ZWINT,4048,166,148.75,1.1159,7.7202e-06,0.87574,0.983,1.269,0.598,1.313,0.028721389053425545,0.9140914091409141,1.2287228722872288,1.0665365456459408
ENSG00000151151,144.28897963980373,122.0,0.845525419228517,IPMK,76417,183,214.87,0.85169,1.0043e-05,0.10497000000000001,0.754,0.963,0.042,0.33,0.0018881790653886403,0.7300730073007301,0.9826982698269827,0.8524559554517016
ENSG00000122873,19.6697678919104,16.0,0.8134310525636823,CISD1,20529,49,56.316,0.8700899999999999,2.7693e-06,0.5736600000000001,0.691,1.104,0.26,1.445,0.0009581454475089094,0.5506550655065506,1.2353235323532354,0.8642446553569741
ENSG00000072401,49.338877580741915,20.0,0.40535984968994215,UBE2D1,35779,27,77.229,0.34961,3.7327e-06,0.31516,0.257,0.482,0.143,0.815,0.001378989842665863,0.2852285228522852,0.5890589058905891,0.42562784217443933
ENSG00000108064,69.62551359688463,48.0,0.6894024549378368,TFAM,14200,96,131.84,0.72818,7.0663e-06,0.26657,0.616,0.863,0.13,0.61,0.0049032051828791995,0.5468546854685469,0.8768876887688769,0.7037650060823751
ENSG00000122870,326.87142490823777,276.0,0.844368699642317,BICC1,318296,449,529.75,0.8475799999999999,2.7048000000000003e-05,0.19994,0.784,0.916,0.122,0.339,0.0010269416672161692,0.7654765476547655,0.9328932893289329,0.8474280065250788
ENSG00000165443,111.75939014917135,69.0,0.6173977856169575,PHYHIPL,71185,139,204.91,0.67835,1.007e-05,0.13847,0.59,0.781,0.056,0.436,0.0015699851113179933,0.5084508450845084,0.7542754275427543,0.6263455796114061
ENSG00000148541,243.56065654664243,177.0,0.726718356361895,FAM13C,117050,237,326.52,0.72583,1.7692e-05,0.39639,0.652,0.808,0.257,0.63,0.0020808257714365007,0.643064306430643,0.8232823282328233,0.7308241097876685
ENSG00000165449,214.45822100734574,164.0,0.7647177115881353,SLC16A9,85238,232,264.07,0.87855,1.2929000000000001e-05,0.36446,0.788,0.98,0.206,0.685,0.002515993113486306,0.6736673667366737,0.8704870487048705,0.7693806244636727
ENSG00000108091,194.12749861732348,100.0,0.5151253723055814,CCDC6,117894,144,275.09,0.52347,1.5121e-05,0.20467,0.456,0.601,0.106,0.43,0.0016466274671936103,0.43824382438243825,0.6082608260826082,0.5202766260286372
ENSG00000151150,1873.1943714309893,1456.0,0.7772818572413913,ANK3,707193,1928,2305.5,0.8362700000000001,0.00012598,0.049308,0.805,0.868,0.028,0.089,0.002648773915226804,0.7446744674467447,0.8116811681168117,0.7778157046708153
ENSG00000170312,90.98803380841893,26.0,0.28575186111554673,CDK1,16522,48,150.76,0.31838,7.0103e-06,0.0,0.252,0.405,0.0,0.207,0.0055070835134014605,0.20942094209420942,0.39643964396439646,0.29674231731229855
ENSG00000072422,349.5059930024621,262.0,0.7496294920417984,RHOBTB1,132003,329,418.47,0.7861899999999999,2.5433000000000002e-05,0.3727,0.718,0.861,0.238,0.604,0.002647712498977009,0.6778677867786779,0.8304830483048306,0.7524906733091336
ENSG00000196932,177.8710870422909,169.0,0.9501263123208906,TMEM26,46808,228,203.93,1.118,1.1180999999999998e-05,0.8572799999999999,1.003,1.248,0.557,1.362,0.0038000146778817915,0.8384838483848385,1.0795079507950796,0.9557483615062213
ENSG00000183346,50.981407384604424,58.0,1.1376696520448566,C10orf107,103806,125,107.73,1.1604,5.0882e-06,0.5985199999999999,1.003,1.346,0.339,1.124,0.0004911219716066935,0.9210921092109211,1.4157415741574157,1.157283276226518
ENSG00000150347,493.1334346283044,341.0,0.6914964106155693,ARID5B,195645,478,666.94,0.7167,3.652e-05,0.023254,0.664,0.773,0.007,0.11,0.0025205521972363437,0.6330633063306331,0.7562756275627563,0.693524259327052
ENSG00000182010,151.79798870522174,147.0,0.9683922774857116,RTKN2,85673,308,306.88,1.0036,1.4346e-05,0.75398,0.914,1.103,0.555,1.04,0.0017718299663280349,0.8470847084708472,1.1105110511051106,0.9749799800536417
ENSG00000138311,162.91732325108734,148.0,0.9084362365314778,ZNF365,297821,228,257.83,0.8842899999999999,1.4639000000000002e-05,0.43371000000000004,0.793,0.987,0.26,0.757,0.0005470310127596353,0.7948794879487949,1.0413041304130413,0.9145743192107446
ENSG00000181915,12.878677922248356,12.0,0.9317726611727428,ADO,3723,88,142.12,0.61921,6.5499e-06,0.17076,0.52,0.739,0.06,0.81,0.003459220500201009,0.5968596859685968,1.5027502750275028,1.0070984458540293
ENSG00000122877,236.13122106597356,125.0,0.5293666777129645,EGR2,107905,175,292.58,0.59812,1.8735e-05,0.19192,0.528,0.678,0.077,0.604,0.0021883251106619116,0.45784578457845787,0.6140614061406141,0.5336016111346683
ENSG00000148572,44.80093704675369,49.0,1.0937271233604828,NRBF2,21734,138,147.53,0.93537,6.9449e-06,0.5634,0.814,1.077,0.319,1.058,0.0020613295779310613,0.8696869686968697,1.3877387738773879,1.1160462400303897
ENSG00000171988,1013.0111930916288,843.0,0.8321724436501355,JMJD1C,298742,1138,1291.0,0.8815,6.2963e-05,0.027844,0.839,0.926,0.012,0.072,0.003390923248460641,0.7864786478647865,0.8808880888088809,0.8331595995738017
ENSG00000165476,26.29959455391385,20.0,0.7604679972917545,REEP3,103761,94,128.56,0.7312,6.628e-06,0.35609,0.618,0.868,0.194,0.703,0.0002534631947833372,0.5350535053505351,1.1051105110511052,0.7984910879399868
ENSG00000183230,387.2691332484267,405.0,1.045784353126329,CTNNA3,1783652,565,495.18,1.141,2.6284e-05,0.61255,1.064,1.223,0.448,0.85,0.00021712146385529618,0.9642964296429644,1.1353135313531353,1.0483665367142951
ENSG00000198739,239.14550222247516,154.0,0.6439594245713015,LRRTM3,173825,219,312.54,0.7007,1.6173e-05,0.099078,0.627,0.784,0.04,0.312,0.001375783127987776,0.5648564856485648,0.7360736073607361,0.6481409792763102
ENSG00000108176,68.82110759210816,74.0,1.0752515120591537,DNAJC12,41498,104,105.84,0.9826299999999999,5.6023000000000006e-06,0.7915800000000001,0.837,1.157,0.487,1.341,0.0016584198658274654,0.8912891289128914,1.3047304730473048,1.0897819360336178
ENSG00000096717,232.34478798533692,162.0,0.6972396557921655,SIRT1,33721,243,335.5,0.72429,1.6147e-05,0.26777,0.651,0.806,0.151,0.503,0.006890210491543457,0.6136613661366137,0.7942794279427943,0.70154360428471
ENSG00000148634,258.6346497280633,127.0,0.4910401608351079,HERC4,153441,256,537.02,0.4767,2.5593e-05,0.13116,0.43,0.529,0.074,0.246,0.001685564156438392,0.42524252425242526,0.5690569056905691,0.4949066187944394
ENSG00000138347,567.0925371536003,503.0,0.8869804609397628,MYPN,105863,716,725.82,0.9864799999999999,4.2164e-05,0.35133000000000003,0.927,1.049,0.248,0.506,0.005356853075707285,0.8246824682468247,0.954895489548955,0.8887438415778137
ENSG00000179774,28.743764943619507,14.0,0.4870621516513513,ATOH7,1486,58,64.923,0.8933700000000001,2.9535e-06,0.60006,0.722,1.112,0.24,1.661,0.019343045049542065,0.32163216321632165,0.7614761476147615,0.5218523053300871
ENSG00000108187,120.46214404409612,121.0,1.004464937596553,PBLD,50390,150,162.68,0.9220299999999999,8.6002e-06,1.0393,0.807,1.056,0.702,1.57,0.002390596230285694,0.8668866886688669,1.1681168116811682,1.0127663007171857
ENSG00000096746,106.00503015329743,66.0,0.6226119638337463,HNRNPH3,12018,103,207.3,0.49686,1.0987999999999999e-05,0.085734,0.423,0.585,0.034,0.27,0.008820521730179515,0.5106510651065107,0.7642764276427643,0.6320454784372879
ENSG00000204130,207.97184556056536,153.0,0.7356765026900889,RUFY2,66188,233,316.92,0.7352,1.5530999999999997e-05,0.31981,0.66,0.819,0.21,0.5,0.0031421382359425477,0.6450645064506451,0.8412841284128413,0.7404848458449264
ENSG00000138346,223.88209179177383,180.0,0.8039946319932222,DNA2,58059,524,573.58,0.91356,2.8549e-05,0.70231,0.85,0.982,0.537,0.927,0.003856113467193266,0.7122712271227123,0.9096909690969097,0.8084612688376289
ENSG00000122912,71.40735395390236,65.0,0.9102703909454665,SLC25A16,49476,160,182.01,0.87905,9.5899e-06,0.6469699999999999,0.772,1.002,0.414,1.048,0.00144327257567108,0.7454745474547455,1.1191119111911192,0.9242745508059032
ENSG00000138336,827.3286478940325,694.0,0.8388443960771563,TET1,133827,970,1123.1,0.86372,5.807399999999999e-05,0.09247899999999999,0.818,0.911,0.052,0.174,0.006182075723837735,0.7882788278827884,0.8930893089308931,0.8400531055815904
ENSG00000060339,344.4146869534686,166.0,0.48197712318356234,CCAR1,71366,353,604.68,0.58378,3.2337e-05,0.12304000000000001,0.534,0.638,0.073,0.215,0.004826033222451428,0.42484248424842486,0.5482548254825482,0.4848805998292463
ENSG00000165730,329.31429191626074,293.0,0.8897275556886706,STOX1,67891,438,458.21,0.95589,2.3451e-05,0.82014,0.883,1.035,0.607,1.124,0.00485063251264911,0.8088808880888089,0.9800980098009802,0.8927641685067206
ENSG00000107625,191.54989259525757,122.0,0.6369097802512707,DDX50,45570,280,395.58,0.70781,2.088e-05,0.40992,0.641,0.781,0.282,0.608,0.004203420947888031,0.5498549854985498,0.7402740274027403,0.6421303522205434
ENSG00000165732,250.7697557922333,174.0,0.6938635779673596,DDX21,28946,283,425.37,0.6653100000000001,2.2485e-05,0.071063,0.603,0.734,0.031,0.184,0.008663364740973995,0.6134613461346134,0.7868786878687869,0.6978512996798155
ENSG00000198954,243.20650717373658,181.0,0.7442235082579478,KIAA1279,28252,255,329.07,0.77491,1.5881e-05,0.27211,0.699,0.86,0.154,0.511,0.008608470450719828,0.6594659465946595,0.8418841884188419,0.748335240347771
ENSG00000122862,65.23103476878528,55.0,0.8431569450791375,SRGN,16706,76,92.09100000000001,0.8252700000000001,5.3021000000000004e-06,0.0,0.685,0.999,0.0,0.763,0.00390464711892645,0.6788678867886789,1.0555055505550555,0.8584870713532263
ENSG00000122958,76.51148427081702,48.0,0.6273568008444471,VPS26A,49350,108,164.15,0.65793,7.857599999999999e-06,0.18723,0.562,0.772,0.084,0.484,0.001550384686338744,0.49764976497649765,0.7978797879787979,0.6404267341953733
ENSG00000156502,297.4818820730247,268.0,0.9008952011881262,SUPV3L1,28868,364,430.95,0.84464,2.1511999999999997e-05,0.27376,0.774,0.921,0.168,0.464,0.010304901000174057,0.8154815481548155,0.9968996899689969,0.904256750446291
ENSG00000156510,366.3908392467215,359.0,0.9798279911639804,HKDC1,47257,583,573.78,1.0161,3.5065e-05,0.64837,0.949,1.088,0.482,0.884,0.007753154860586188,0.8988898889888989,1.0693069306930694,0.9825573170446603
ENSG00000156515,417.5812618581676,242.0,0.5795279197230738,HK1,131899,341,555.26,0.61412,3.7053e-05,0.18533,0.561,0.672,0.108,0.334,0.0031659168140635453,0.5218521852185218,0.6446644664466447,0.5819226631930039
ENSG00000075073,161.36625116976091,160.0,0.9915332285415518,TACR2,12965,220,238.87,0.92101,1.335e-05,0.64118,0.824,1.03,0.375,1.157,0.012446297814867792,0.8720872087208721,1.1305130513051305,0.9977303112199366
ENSG00000099282,96.5534208262419,90.0,0.9321264770304153,TSPAN15,56197,141,173.5,0.81266,9.938300000000001e-06,0.39633,0.708,0.935,0.216,0.782,0.0017181241138537983,0.7860786078607861,1.1107110711071106,0.9424834378863086
ENSG00000122859,82.42292011602012,76.0,0.9220736160890795,NEUROG3,1541,143,126.62,1.1294,5.9497e-06,1.3218,0.985,1.298,0.721,1.903,0.05348664511097996,0.7662766276627663,1.115911591159116,0.9342061636691903
ENSG00000171224,55.60919957772796,49.0,0.8811491690598795,C10orf35,3346,67,73.98899999999999,0.90554,4.5027e-06,0.64415,0.743,1.11,0.291,1.574,0.016619605372901365,0.7006700670067006,1.1179117911791179,0.8991318051331706
ENSG00000197467,195.24742923245,183.0,0.9372722638111207,COL13A1,162388,364,407.76,0.89269,2.2566e-05,0.55782,0.818,0.974,0.418,0.753,0.0012023513389687046,0.8310831083108311,1.0595059505950595,0.9423939701707442
ENSG00000099284,159.49355648711358,77.0,0.48277812405682535,H2AFY2,59485,110,236.16,0.46579,1.5121e-05,0.062859,0.398,0.546,0.021,0.298,0.0026812399174096593,0.4016401640164017,0.5834583458345834,0.48904796982379717
ENSG00000042286,154.85985799643723,144.0,0.9298729952555744,AIFM2,34712,219,232.75,0.9409200000000001,1.5032000000000001e-05,0.63876,0.842,1.052,0.393,1.083,0.004461277310337556,0.8122812281228123,1.0677067706770678,0.9363304466115159
ENSG00000156521,83.4634634121404,82.0,0.9824658197454154,TYSND1,8696,238,284.27,0.8372299999999999,1.5437e-05,0.53281,0.752,0.932,0.302,1.001,0.009597914375821113,0.8218821882188219,1.1805180518051805,0.994447110229879
ENSG00000079332,70.71848225118116,30.0,0.4242172490841167,SAR1A,23235,51,113.83,0.44803000000000004,6.247100000000001e-06,0.22198,0.357,0.566,0.09,0.699,0.0030436187756049562,0.31743174317431744,0.5754575457545755,0.43835782405358714
ENSG00000180817,105.70466626659122,87.0,0.8230478660287586,PPA1,31082,129,158.66,0.81305,7.937899999999999e-06,0.59226,0.704,0.941,0.364,1.005,0.003400832194408057,0.6920692069206921,0.9836983698369838,0.8325081863279398
ENSG00000148734,51.729310280472,46.0,0.8892444099987384,NPFFR1,36348,202,270.42,0.7469899999999999,1.7552e-05,1.4881,0.665,0.839,1.011,1.918,0.0014231679949508087,0.7020702070207021,1.136913691369137,0.9085758100133373
ENSG00000172731,95.7766260407556,82.0,0.856158787271403,LRRC20,83654,110,124.6,0.88281,8.251599999999999e-06,0.43951,0.755,1.034,0.199,1.133,0.0011449138838639588,0.7162716271627163,1.0287028702870287,0.8665997480917861
ENSG00000148730,14.289617379811046,19.0,1.3296367211933873,EIF4EBP2,24240,65,66.57600000000001,0.9763200000000001,3.2767000000000003e-06,0.24755,0.799,1.2,0.087,1.159,0.0005895056674839541,0.9230923092309231,1.842984298429843,1.3690046394432451
ENSG00000156574,128.12911544527287,101.0,0.7882673633467766,NODAL,15637,156,194.07,0.80385,1.1395e-05,0.065441,0.705,0.918,0.022,0.31,0.008193970419215506,0.671067106710671,0.9300930093009301,0.7960719907066457
ENSG00000107719,288.0647046356832,262.0,0.9095178818639119,PALD1,89629,484,538.33,0.8990799999999999,3.4393e-05,0.6685,0.834,0.969,0.499,0.907,0.0032139676291789844,0.8224822482248225,1.0075007500750075,0.9129893241611023
ENSG00000180644,278.8901848809941,267.0,0.9573660690638224,PRF1,5428,351,351.88,0.99749,2.3800999999999998e-05,0.7011,0.913,1.09,0.432,1.189,0.05137991615346244,0.8664866486648665,1.0595059505950595,0.9609517097719263
ENSG00000138316,479.2775502992089,420.0,0.8763189507578596,ADAMTS14,89639,746,769.01,0.9700799999999999,4.921e-05,0.52782,0.913,1.031,0.397,0.709,0.005346752532928847,0.8092809280928093,0.9498949894989499,0.8784054244501401
ENSG00000166220,127.39423533215209,121.0,0.9498074986244036,TBATA,14163,191,200.36,0.9533,1.1833e-05,0.92996,0.846,1.075,0.621,1.43,0.008994862340757756,0.8196819681968197,1.1045104510451045,0.9576571473733658
ENSG00000166224,205.48473719803192,149.0,0.7251146826365218,SGPL1,65214,227,318.47,0.7127899999999999,1.6974e-05,0.32649,0.639,0.796,0.2,0.554,0.0031509298187203964,0.6348634863486349,0.8306830683068307,0.7299812241307264
ENSG00000166228,47.79191340104081,37.0,0.7741895514732461,PCBD1,6505,42,57.24,0.73375,3.3823e-06,1.0531,0.572,0.949,0.536,1.835,0.0073469505612668426,0.5954595459545955,1.0185018501850185,0.795113593396566
ENSG00000107731,360.6429927600174,371.0,1.0287181712882314,UNC5B,90295,602,605.62,0.9940200000000001,4.0209e-05,0.42333999999999994,0.929,1.063,0.294,0.621,0.003994052746663907,0.9450945094509451,1.120912091209121,1.0314909965477688
ENSG00000198246,219.19897877398307,233.0,1.062961156585712,SLC29A3,44128,292,269.95,1.0817,1.7263e-05,0.8164600000000001,0.982,1.192,0.522,1.322,0.004967344515364011,0.9552955295529554,1.1849184918491849,1.0675232216354362
